u_idx,i_idx,timestamp
12228,16447,1399075200
12228,27983,1399075200
12229,62226,1401667200
12229,25836,1404345600
12229,36427,1404345600
12229,39818,1404345600
12229,45067,1404345600
12229,52504,1404345600
12230,176,1380067200
12230,13572,1380067200
12230,15901,1380067200
12230,17784,1380067200
12230,24599,1380067200
12230,40967,1380067200
12230,41277,1380067200
12230,41942,1380067200
12230,13554,1391472000
12231,8317,1200182400
12231,11685,1200182400
12231,5363,1201219200
12231,2404,1201478400
12231,10637,1201564800
12231,4302,1214092800
12231,5438,1221091200
12231,14632,1221091200
12231,8633,1223510400
12232,27681,1373068800
12232,18332,1373760000
12232,25800,1373760000
12233,32777,1390003200
12233,51482,1390003200
12233,57820,1390176000
12234,29063,1347494400
12234,30521,1347494400
12234,40405,1347494400
12234,25063,1347667200
12234,44893,1347926400
12234,23574,1348012800
12234,20934,1348185600
12234,40814,1348185600
12234,48416,1348444800
12234,30034,1349568000
12234,35149,1349568000
12234,33726,1350345600
12234,34429,1350345600
12234,20874,1353801600
12234,45341,1356652800
12234,48839,1362096000
12234,23549,1370304000
12234,56383,1377043200
12234,19692,1377216000
12234,21445,1384128000
12234,60417,1384128000
12235,3179,1092614400
12235,3195,1092614400
12235,3754,1178928000
12235,8186,1178928000
12235,57476,1392163200
12235,28775,1396137600
12236,755,1329350400
12236,30278,1329350400
12236,42331,1329350400
12236,4033,1379894400
12237,12893,1211673600
12237,20595,1307145600
12237,5085,1325894400
12238,906,1171152000
12238,7779,1171152000
12238,8266,1171152000
12238,18397,1231545600
12238,4383,1252713600
12238,13592,1252713600
12238,17044,1252713600
12238,5185,1306972800
12238,35814,1321574400
12238,36114,1325116800
12238,28546,1335916800
12238,41407,1344211200
12238,33826,1345939200
12238,4728,1368576000
12239,18841,1252108800
12239,17927,1281657600
12239,25194,1326672000
12239,41239,1337904000
12239,33921,1338681600
12240,18114,1261958400
12240,9916,1357689600
12240,11091,1357689600
12240,22342,1357689600
12240,32672,1357689600
12240,41621,1357689600
12240,17483,1360713600
12240,41865,1360713600
12241,7919,1168473600
12241,5460,1290211200
12241,31727,1292976000
12241,32475,1293580800
12241,25753,1324771200
12241,31329,1324771200
12241,21966,1327795200
12241,31559,1355961600
12241,38029,1355961600
12241,39101,1362268800
12241,37593,1365292800
12241,19218,1382572800
12242,3557,1213747200
12242,13755,1269475200
12242,42901,1341014400
12243,32978,1298246400
12243,8595,1329523200
12243,16718,1332547200
12244,2000,1388534400
12244,5196,1388534400
12244,7767,1388534400
12244,21217,1388534400
12244,38902,1388534400
12245,51866,1369094400
12245,55545,1369094400
12245,55974,1369094400
12245,11445,1398816000
12245,29512,1398816000
12245,29513,1398816000
12245,51893,1398816000
12245,52978,1398816000
12245,53883,1398816000
12246,25839,1312761600
12246,22661,1323216000
12246,14541,1358035200
12246,30938,1358035200
12246,45861,1358035200
12246,5339,1361664000
12246,27410,1361664000
12247,4630,1287792000
12247,17403,1287792000
12247,16875,1352764800
12248,10211,1234396800
12248,13170,1234396800
12248,32788,1336608000
12249,3753,1098144000
12249,5761,1109980800
12249,6823,1132531200
12249,7194,1155254400
12249,9179,1166400000
12249,2026,1171929600
12249,11368,1209254400
12250,25839,1355270400
12250,45877,1355270400
12250,47398,1355270400
12251,23759,1327449600
12251,30563,1327795200
12251,35478,1327795200
12251,29105,1337212800
12251,13146,1348012800
12251,32909,1356998400
12251,37489,1356998400
12251,3974,1357689600
12252,18512,1355788800
12252,10604,1390780800
12252,26190,1390780800
12252,38902,1390780800
12252,49675,1390780800
12252,54230,1390780800
12252,4339,1397520000
12252,1016,1399593600
12252,4728,1399593600
12252,7667,1399593600
12252,28355,1399593600
12252,29306,1399593600
12252,36423,1399593600
12252,44881,1399593600
12252,48952,1399593600
12252,37445,1402012800
12253,28453,1362096000
12253,48971,1362096000
12253,37907,1371772800
12254,43369,1377216000
12254,46848,1377216000
12254,53186,1377216000
12254,10055,1377302400
12254,49222,1377388800
12254,43254,1377475200
12254,32350,1377907200
12254,30099,1378598400
12255,31300,1311379200
12255,36830,1315958400
12255,33439,1328745600
12255,331,1331510400
12256,37696,1326240000
12256,23048,1328486400
12256,4728,1359849600
12256,49500,1359849600
12257,18293,1306972800
12257,22225,1306972800
12257,26617,1306972800
12257,15107,1318982400
12257,15694,1326153600
12258,11542,1202169600
12258,10335,1259280000
12258,23126,1259280000
12258,42245,1329436800
12259,15500,1374710400
12259,5958,1386633600
12259,25485,1386633600
12260,11943,1256601600
12260,14218,1259020800
12260,1307,1339545600
12260,42153,1343088000
12260,14010,1345161600
12260,26189,1345161600
12260,25670,1364515200
12260,38902,1364515200
12260,12863,1369440000
12260,14313,1369440000
12260,23477,1381622400
12260,31536,1394755200
12260,56604,1394755200
12260,16682,1394841600
12260,19686,1394841600
12260,27409,1394841600
12260,27869,1394841600
12260,31726,1394841600
12260,46846,1394841600
12260,60700,1404345600
12261,12287,1387238400
12261,19281,1387238400
12261,29833,1387238400
12262,23491,1283817600
12262,39581,1326758400
12262,29298,1350691200
12262,51306,1373068800
12262,5606,1393545600
12262,10938,1393545600
12262,7351,1396828800
12262,41412,1398816000
12262,51782,1398816000
12263,52203,1370736000
12263,52255,1370736000
12263,52952,1371254400
12264,3846,1104364800
12264,8199,1147219200
12264,6189,1156550400
12264,10296,1180051200
12264,9400,1186185600
12264,10675,1186185600
12264,11180,1192752000
12264,13408,1194739200
12264,14053,1213920000
12265,22407,1275609600
12265,30563,1357344000
12265,43447,1357344000
12265,41181,1362700800
12265,50136,1362700800
12265,46595,1385337600
12265,25839,1393200000
12265,37052,1393200000
12265,46118,1393200000
12265,48427,1393200000
12265,52525,1393200000
12265,55758,1393200000
12265,56100,1393200000
12265,60309,1393200000
12266,3109,1167782400
12266,6044,1257033600
12266,25061,1272326400
12266,18844,1274313600
12266,15457,1274400000
12267,25839,1293753600
12267,19545,1301356800
12267,28722,1325289600
12267,35163,1325289600
12267,13365,1332201600
12267,32347,1332201600
12267,10675,1337558400
12268,1339,1370304000
12268,51086,1370304000
12268,12542,1372896000
12268,35443,1372896000
12268,331,1374192000
12269,3824,1215820800
12269,17221,1230163200
12269,21737,1250899200
12269,22329,1300406400
12269,28285,1300406400
12269,26152,1305936000
12269,41495,1316822400
12269,19974,1329004800
12269,20497,1344643200
12269,25834,1362614400
12269,48483,1362700800
12269,46026,1376352000
12269,27120,1377993600
12269,29085,1377993600
12269,7585,1379980800
12269,19628,1389052800
12269,25670,1394323200
12269,31646,1394323200
12269,5307,1394841600
12269,17397,1400544000
12269,20733,1400544000
12269,33573,1400544000
12269,41229,1400544000
12270,30813,1302825600
12270,17397,1313798400
12270,50641,1376524800
12270,36654,1390003200
12271,57017,1392422400
12271,6555,1397174400
12271,19692,1397174400
12271,50223,1397174400
12271,53949,1397174400
12271,58473,1397174400
12271,58526,1397174400
12272,6200,1243555200
12272,6207,1257206400
12272,28127,1277856000
12272,31745,1288915200
12272,23974,1299283200
12272,32487,1308787200
12272,45334,1327968000
12272,51726,1353974400
12272,52154,1357171200
12272,52970,1360713600
12272,53969,1366416000
12273,21021,1255564800
12273,11886,1266278400
12273,4061,1273708800
12273,17355,1273708800
12274,44908,1330214400
12274,45511,1334188800
12274,39924,1340582400
12274,47530,1346198400
12275,50240,1339459200
12275,28985,1340064000
12275,7631,1340323200
12276,11693,1239408000
12276,11874,1239408000
12276,28653,1285027200
12277,53301,1365552000
12277,34696,1371427200
12277,56099,1374278400
12277,57191,1375488000
12277,57011,1384560000
12277,56379,1392163200
12278,25898,1278633600
12278,37858,1367452800
12278,4391,1379030400
12278,22883,1379030400
12278,24145,1379030400
12279,28748,1353888000
12279,11504,1366416000
12279,40062,1392336000
12280,26700,1331683200
12280,22678,1404432000
12280,54799,1404432000
12280,58460,1404432000
12280,59347,1404432000
12280,59553,1404432000
12280,59915,1404432000
12281,3325,1322438400
12281,26442,1362528000
12281,41180,1362528000
12282,45117,1344470400
12282,59133,1383696000
12282,43241,1390867200
12282,51573,1390867200
12283,3348,1070668800
12283,2391,1073520000
12283,6824,1128643200
12283,11718,1209513600
12283,56555,1383436800
12283,9150,1395014400
12283,30824,1395014400
12283,37286,1395014400
12283,39638,1395014400
12283,51241,1395014400
12283,52774,1395014400
12283,55965,1395014400
12283,2097,1395100800
12283,3139,1395100800
12283,3143,1395100800
12283,3199,1395100800
12283,4954,1395100800
12283,10675,1395100800
12283,12287,1395100800
12283,18114,1395100800
12283,23468,1395100800
12283,33709,1395100800
12283,34119,1395100800
12283,34268,1395100800
12283,46332,1395100800
12283,48482,1395100800
12283,50253,1395100800
12283,51024,1395100800
12283,51386,1395100800
12283,51506,1395100800
12283,52167,1395100800
12283,57585,1395100800
12283,28748,1395187200
12284,211,1010102400
12284,3193,1074470400
12284,2443,1088812800
12284,4943,1095552000
12284,4799,1104019200
12284,8009,1186099200
12284,10311,1186099200
12284,12706,1186099200
12284,3927,1243641600
12284,19230,1243641600
12284,17376,1260403200
12284,33073,1289001600
12284,31448,1306022400
12284,23728,1313971200
12285,15338,1227571200
12285,30803,1302480000
12285,30914,1302480000
12285,16679,1312070400
12285,10314,1343520000
12285,41908,1343520000
12285,28516,1359331200
12285,5124,1361145600
12285,8758,1361145600
12285,10670,1361145600
12285,12172,1361145600
12285,12356,1361145600
12285,36711,1361145600
12285,31435,1361664000
12285,55587,1370304000
12285,28317,1371686400
12285,13851,1377734400
12285,44031,1379116800
12285,28517,1379721600
12285,660,1381708800
12285,9050,1381708800
12286,2360,1318464000
12286,24799,1360540800
12286,5244,1360800000
12286,11176,1360800000
12286,11471,1360800000
12286,32727,1360800000
12286,12116,1362873600
12286,37811,1381795200
12287,29462,1300579200
12287,26043,1320537600
12287,58218,1390089600
12288,20278,1255392000
12288,41398,1326326400
12288,21902,1352505600
12288,26254,1352678400
12288,43664,1352678400
12288,45154,1352678400
12289,21544,1228608000
12289,19045,1235779200
12289,28858,1309564800
12290,25795,1308182400
12290,37489,1323907200
12290,38301,1356480000
12290,44863,1356480000
12290,45154,1356480000
12290,14328,1360281600
12290,12287,1367280000
12290,14107,1374710400
12291,10025,1174780800
12291,46737,1354665600
12291,54965,1355011200
12292,31874,1334707200
12292,37474,1337904000
12292,41599,1350518400
12292,52171,1350518400
12292,30429,1390003200
12293,41820,1329523200
12293,7179,1329868800
12293,34223,1329868800
12293,42214,1329868800
12293,40633,1335484800
12293,41180,1347062400
12293,8098,1378857600
12293,13842,1378857600
12294,4357,1355270400
12294,39976,1355270400
12294,47671,1355702400
12295,21917,1298246400
12295,2919,1371427200
12295,3103,1371427200
12295,13267,1371427200
12295,19832,1371427200
12295,40859,1371427200
12295,18269,1375315200
12295,30393,1375315200
12295,34648,1375315200
12296,3541,1187827200
12296,54304,1377043200
12296,58333,1377043200
12296,52624,1390867200
12296,59133,1390953600
12296,37919,1397347200
12297,7432,1173484800
12297,9555,1183420800
12297,20829,1380499200
12297,30185,1384819200
12297,38554,1384819200
12297,40652,1384819200
12297,42777,1384819200
12297,53302,1384819200
12297,55748,1384819200
12297,59087,1384819200
12298,35477,1355270400
12298,4302,1365120000
12298,10646,1365465600
12299,9023,1196726400
12299,5039,1199491200
12299,14344,1292976000
12299,26020,1292976000
12299,31784,1321142400
12299,13922,1388448000
12300,34615,1322179200
12300,37731,1322179200
12300,41163,1322179200
12301,5785,1174521600
12301,8155,1174521600
12301,11108,1229040000
12301,17720,1239062400
12301,9740,1249948800
12302,3042,1163376000
12302,10762,1196899200
12302,17257,1226448000
12302,15198,1276732800
12302,36783,1305936000
12303,35109,1359072000
12303,45756,1359072000
12303,47793,1359072000
12303,22170,1360800000
12304,38878,1340323200
12304,33452,1341878400
12304,38805,1341878400
12304,43946,1341878400
12305,4843,1097712000
12305,8802,1159920000
12305,7443,1167868800
12305,2482,1176422400
12305,14633,1219190400
12305,8098,1219536000
12305,14719,1235692800
12305,19909,1241481600
12305,8636,1241568000
12305,18518,1243814400
12305,20357,1269561600
12305,18152,1269907200
12305,28016,1271289600
12305,20215,1272326400
12305,15458,1272758400
12305,26545,1275350400
12305,28722,1276387200
12305,10576,1279238400
12305,26079,1280534400
12305,22478,1302912000
12305,36462,1302912000
12305,33744,1304553600
12305,36973,1307491200
12305,32298,1316736000
12305,37262,1324598400
12306,41243,1318204800
12306,12617,1384905600
12306,17760,1384905600
12306,19300,1384905600
12306,26371,1384905600
12307,21003,1301270400
12307,18568,1302048000
12307,24934,1302048000
12307,32877,1302048000
12307,31902,1305244800
12307,42334,1319241600
12307,20640,1332547200
12307,41176,1332547200
12308,8214,1355011200
12308,9711,1355011200
12308,19638,1355011200
12308,25277,1355011200
12308,28246,1355011200
12308,33320,1355097600
12308,25670,1359331200
12308,42008,1359331200
12308,31419,1362441600
12308,31860,1362441600
12308,42153,1362441600
12308,355,1363737600
12308,47524,1363737600
12308,18316,1364342400
12308,19005,1364342400
12308,21437,1364342400
12308,23307,1364342400
12308,24748,1364342400
12308,46079,1364342400
12308,52309,1364342400
12308,56367,1364342400
12308,16447,1366070400
12308,52004,1366070400
12308,4959,1367020800
12308,5327,1367020800
12308,17350,1367020800
12308,25341,1367020800
12308,27681,1367020800
12308,38627,1367020800
12308,47470,1367020800
12308,53439,1367020800
12308,4970,1368057600
12308,7704,1368057600
12308,16952,1368057600
12308,16983,1368057600
12308,29102,1368057600
12308,38522,1368057600
12308,42198,1368057600
12308,42809,1368057600
12308,17788,1368316800
12308,36630,1368489600
12308,8745,1369008000
12308,43480,1369267200
12308,4537,1372550400
12308,13147,1372550400
12308,20875,1372550400
12308,39425,1372550400
12308,49626,1372550400
12308,51328,1372550400
12308,10148,1373068800
12308,532,1373500800
12308,20868,1373500800
12308,29105,1373500800
12308,48120,1373500800
12308,38215,1381795200
12308,6033,1382918400
12308,17823,1382918400
12308,53919,1382918400
12308,19529,1387929600
12308,34696,1387929600
12308,41865,1387929600
12308,59915,1387929600
12308,1301,1388188800
12308,23536,1396224000
12309,3991,1201046400
12309,9481,1201046400
12309,10258,1201046400
12309,958,1214438400
12309,5947,1214438400
12309,6800,1214438400
12310,11715,1258329600
12310,331,1266710400
12310,23012,1271203200
12310,20299,1273449600
12310,23021,1275523200
12310,14895,1282867200
12310,29066,1302912000
12310,23040,1325116800
12310,31585,1325116800
12310,38999,1332374400
12310,33245,1333152000
12310,29064,1356912000
12310,195,1371081600
12310,59408,1379289600
12310,49584,1379462400
12310,35524,1379548800
12310,48176,1379548800
12311,21697,1330992000
12311,22883,1330992000
12311,22999,1330992000
12312,37251,1328400000
12312,41874,1334102400
12312,34383,1348704000
12312,50042,1351468800
12312,49555,1371340800
12312,56537,1375315200
12312,59605,1385683200
12312,59881,1385683200
12313,8532,1335744000
12313,29684,1389052800
12313,51588,1389052800
12314,8413,1394841600
12314,10314,1394841600
12314,32416,1394841600
12314,33431,1394841600
12314,40777,1394841600
12315,46684,1343606400
12315,47744,1352505600
12315,42328,1355184000
12315,4959,1356480000
12315,25839,1356480000
12316,10805,1345680000
12316,2808,1366675200
12316,13144,1366675200
12317,25032,1299283200
12317,11834,1327622400
12317,26243,1327622400
12317,23177,1355097600
12317,43679,1356220800
12317,48438,1356220800
12318,49982,1354060800
12318,28371,1356825600
12318,50223,1391385600
12319,29868,1281139200
12319,17391,1342051200
12319,43784,1342051200
12320,33863,1362096000
12320,52950,1364601600
12320,52253,1364688000
12320,35676,1375660800
12320,41221,1375660800
12320,44206,1375660800
12320,56411,1375660800
12320,3424,1397520000
12320,3426,1397520000
12320,3431,1397520000
12320,58891,1397520000
12320,42746,1397779200
12321,5041,1203292800
12321,8099,1211068800
12321,27220,1303516800
12321,1016,1358294400
12321,4728,1358294400
12321,28657,1358294400
12321,44549,1358294400
12321,35904,1358380800
12321,44087,1362009600
12321,47924,1362009600
12321,50487,1363824000
12322,14161,1348272000
12322,49058,1367193600
12322,51753,1367193600
12323,42216,1325462400
12323,10675,1377302400
12323,16641,1377302400
12323,29614,1377302400
12323,29327,1388188800
12324,5805,1310515200
12324,26366,1312588800
12324,40979,1322784000
12324,33320,1368921600
12324,41865,1368921600
12324,48245,1368921600
12324,52955,1370649600
12324,53949,1390262400
12324,18625,1392508800
12324,42240,1392508800
12324,46899,1392508800
12324,53405,1392508800
12325,17081,1311638400
12325,41345,1354924800
12325,50212,1354924800
12326,24057,1253145600
12326,26636,1387152000
12326,49832,1387152000
12326,55726,1387152000
12327,52164,1356998400
12327,40118,1386374400
12327,41814,1386374400
12327,50007,1386374400
12327,51424,1386374400
12328,47728,1372636800
12328,27412,1387584000
12328,29510,1387584000
12328,30182,1387584000
12328,40736,1387584000
12328,45698,1387584000
12328,52955,1387584000
12328,55141,1387584000
12328,59617,1387584000
12328,6141,1387843200
12328,15129,1387843200
12328,4970,1387929600
12328,5787,1387929600
12328,12180,1387929600
12328,16801,1387929600
12328,18474,1387929600
12328,23009,1387929600
12328,30898,1387929600
12328,23096,1396396800
12329,2319,1200700800
12329,8330,1200700800
12329,19640,1262217600
12329,1301,1361836800
12329,15177,1362096000
12329,42155,1362960000
12329,23748,1379635200
12329,59529,1379635200
12329,59828,1389744000
12330,2021,1189209600
12330,7683,1189209600
12330,8222,1189209600
12330,21684,1393113600
12331,11023,1207958400
12331,9508,1211587200
12331,26609,1294444800
12331,42229,1358380800
12331,56441,1370476800
12332,812,1137283200
12332,10270,1200700800
12332,10331,1200700800
12332,13833,1200700800
12332,6180,1200787200
12332,6234,1200787200
12332,7789,1200787200
12332,16607,1218758400
12332,31001,1282176000
12332,24286,1295049600
12332,27978,1295049600
12332,29376,1338249600
12332,49550,1341792000
12332,37571,1347753600
12332,51346,1348704000
12332,53958,1370131200
12333,2634,1353628800
12333,3140,1353628800
12333,3185,1353628800
12333,9225,1353628800
12333,9678,1353628800
12333,11434,1353628800
12333,12287,1353628800
12333,18134,1353628800
12333,19535,1353628800
12333,21366,1353628800
12333,24789,1353628800
12333,31299,1353628800
12333,32784,1353628800
12333,34236,1353628800
12333,35231,1353628800
12333,46690,1353628800
12333,47467,1353628800
12333,2605,1387411200
12333,30961,1387411200
12334,32261,1398211200
12334,60480,1399507200
12334,62028,1399507200
12335,20875,1344556800
12335,40654,1344556800
12335,29724,1345420800
12335,26043,1352073600
12335,2097,1352764800
12335,42318,1354838400
12335,49985,1354924800
12335,39308,1360022400
12335,44907,1364774400
12335,13554,1371254400
12335,50732,1376784000
12336,2150,1129852800
12336,10881,1199145600
12336,19111,1248307200
12337,43573,1319673600
12337,49550,1340755200
12337,60251,1380585600
12337,49568,1384992000
12337,58380,1385251200
12337,46169,1385683200
12337,59552,1393891200
12337,60374,1393891200
12337,60437,1394496000
12337,50402,1395273600
12338,23690,1252108800
12338,19941,1258588800
12338,28228,1275004800
12338,25753,1308096000
12338,37141,1308096000
12338,37000,1319673600
12338,35511,1321574400
12338,41443,1325030400
12338,48245,1345507200
12338,45825,1358380800
12338,52365,1358380800
12338,53270,1363651200
12339,29679,1302134400
12339,7897,1347926400
12339,46778,1347926400
12340,48305,1374624000
12340,14594,1384732800
12340,32553,1384732800
12340,42301,1384732800
12340,55887,1384732800
12341,1210,1247529600
12341,20333,1316736000
12341,35643,1318377600
12341,23264,1329264000
12341,39593,1329264000
12341,35686,1359504000
12341,37858,1360627200
12341,41922,1360627200
12341,11703,1379462400
12341,32840,1379462400
12341,61102,1387411200
12341,40567,1391126400
12342,4182,1187136000
12342,28385,1298160000
12342,30825,1327276800
12343,24007,1293321600
12343,34471,1293580800
12343,35193,1293580800
12343,10675,1296172800
12344,49368,1357948800
12344,52959,1357948800
12344,18749,1358121600
12344,25743,1358121600
12344,44186,1358121600
12345,31615,1304899200
12345,32407,1327968000
12345,7573,1346112000
12345,25670,1358121600
12346,11981,1383523200
12346,20176,1383523200
12346,27161,1383523200
12347,29064,1353888000
12347,38899,1358985600
12347,39417,1358985600
12348,1009,1370736000
12348,34305,1370736000
12348,25067,1379462400
12348,26222,1379462400
12349,15145,1252627200
12349,18119,1296000000
12349,14289,1328313600
12349,23713,1339459200
12349,8583,1342742400
12349,25067,1358208000
12350,24057,1288656000
12350,28899,1300579200
12350,16042,1316390400
12350,13010,1325808000
12350,42799,1325808000
12350,42438,1328140800
12350,26495,1348012800
12350,24046,1354320000
12350,35397,1358208000
12350,41177,1362009600
12350,43627,1388793600
12351,2426,1117497600
12351,3219,1126742400
12351,3662,1185840000
12351,8252,1189296000
12351,10272,1211846400
12351,16094,1393286400
12352,26136,1329782400
12352,28685,1329782400
12352,35258,1329782400
12353,22190,1362096000
12353,31593,1362096000
12353,42683,1362096000
12353,45598,1362096000
12353,4073,1362182400
12353,4781,1362182400
12353,10077,1362182400
12353,14955,1362182400
12353,16679,1362182400
12353,17297,1362182400
12353,17393,1362182400
12353,17493,1362182400
12353,18034,1362182400
12353,19692,1362182400
12353,21416,1362182400
12353,22197,1362182400
12353,24894,1362182400
12353,25609,1362182400
12353,25839,1362182400
12353,26840,1362182400
12353,27409,1362182400
12353,27964,1362182400
12353,29559,1362182400
12353,32296,1362182400
12353,38650,1362182400
12353,40548,1362182400
12353,42978,1362182400
12353,44893,1362182400
12353,46123,1362182400
12353,48414,1362182400
12353,48638,1362182400
12353,19822,1370476800
12354,13009,1353628800
12354,36614,1353888000
12354,38577,1353888000
12354,46677,1353888000
12354,46821,1353888000
12354,48171,1353888000
12354,2585,1361059200
12354,42153,1370649600
12354,57156,1370649600
12354,51502,1381968000
12354,59043,1398384000
12354,53127,1398643200
12355,34052,1297468800
12355,51368,1350000000
12355,32286,1361145600
12355,50445,1363219200
12355,54131,1370390400
12356,12512,1249516800
12356,6898,1366070400
12356,57623,1379980800
12356,51204,1391299200
12356,18567,1393977600
12356,25671,1393977600
12356,56452,1393977600
12357,12971,1330905600
12357,9753,1335312000
12357,37419,1335312000
12358,24115,1300147200
12358,25287,1321747200
12358,31325,1321747200
12358,34110,1321747200
12358,46972,1362528000
12359,40799,1325030400
12359,19008,1391385600
12359,33624,1391385600
12359,41673,1391385600
12359,57210,1391385600
12359,26222,1393027200
12359,51866,1393027200
12359,52953,1393027200
12360,50728,1377734400
12360,28114,1383955200
12360,42801,1385164800
12361,29152,1298592000
12361,31329,1323388800
12361,32840,1357084800
12361,48845,1357084800
12361,51421,1357084800
12361,53849,1357776000
12362,8825,1276819200
12362,11059,1308873600
12362,41377,1316995200
12362,42700,1319673600
12362,42361,1320969600
12362,38857,1321833600
12362,41804,1331596800
12362,50569,1347321600
12362,52155,1352764800
12362,24097,1356652800
12362,3903,1356825600
12362,55033,1357862400
12362,52062,1365984000
12362,57146,1370304000
12362,57571,1372377600
12362,49101,1374624000
12363,8099,1233878400
12363,24368,1261785600
12363,31079,1291939200
12363,36746,1320451200
12364,24378,1290124800
12364,39505,1307318400
12364,31193,1319328000
12365,22279,1318982400
12365,46587,1357084800
12365,19473,1358380800
12365,26442,1358380800
12365,39072,1376784000
12366,21589,1326931200
12366,2014,1338508800
12366,2719,1338940800
12366,24488,1341705600
12366,42397,1380585600
12366,30020,1383004800
12366,46745,1383004800
12366,45347,1389484800
12366,49753,1389484800
12366,9678,1394064000
12366,2866,1395014400
12366,47089,1395273600
12366,2865,1395878400
12366,16701,1396137600
12366,19093,1396137600
12366,47453,1396137600
12366,51450,1396137600
12366,52636,1396137600
12366,44021,1396224000
12366,47467,1396224000
12366,12645,1396310400
12366,16250,1396656000
12366,44433,1396915200
12366,38,1397088000
12366,9572,1397088000
12366,11661,1397088000
12366,15089,1397088000
12366,23396,1397088000
12366,41368,1397088000
12366,55201,1397088000
12366,55811,1397088000
12366,7024,1397260800
12366,41310,1397260800
12366,47468,1397260800
12366,7460,1397606400
12367,527,1382572800
12367,2334,1382572800
12367,54409,1382572800
12367,30728,1383004800
12367,17168,1383091200
12367,40862,1383091200
12368,37832,1318032000
12368,44701,1356393600
12368,56100,1373328000
12369,5334,1146182400
12369,5335,1146182400
12369,10378,1198886400
12369,46214,1340755200
12369,48745,1343606400
12369,44929,1345075200
12370,4144,1219449600
12370,16968,1225152000
12370,19419,1247875200
12370,20197,1256428800
12370,12506,1278806400
12370,29309,1298851200
12370,47991,1358640000
12370,45498,1366416000
12370,22582,1368662400
12370,34775,1369872000
12370,58136,1386720000
12370,31449,1391385600
12370,56969,1391385600
12370,53393,1392595200
12370,55587,1401667200
12370,37687,1403740800
12370,54033,1403740800
12371,6076,1168041600
12371,7318,1168041600
12371,9322,1220140800
12371,4798,1220227200
12371,6246,1221523200
12371,2586,1223251200
12372,6772,1153353600
12372,7504,1203206400
12372,2619,1278806400
12372,1996,1383696000
12372,10595,1383696000
12372,26853,1383696000
12372,27052,1383696000
12372,51204,1383696000
12372,56338,1383696000
12373,6941,1171584000
12373,4791,1172102400
12373,12854,1236470400
12374,24413,1333670400
12374,36698,1334707200
12374,43050,1335398400
12374,45968,1335398400
12375,25324,1336176000
12375,31193,1336176000
12375,44115,1344902400
12376,52695,1383177600
12376,30485,1393372800
12376,12478,1398211200
12376,56850,1398211200
12377,3541,1202947200
12377,46281,1335744000
12377,52649,1384128000
12377,27335,1393200000
12377,32132,1393200000
12377,40437,1394496000
12378,12348,1205798400
12378,11426,1238371200
12378,2184,1311724800
12378,18047,1337558400
12378,30117,1337558400
12378,32331,1399420800
12378,35511,1399420800
12379,44548,1380844800
12379,27351,1394064000
12379,51467,1394064000
12379,48952,1398124800
12379,59517,1398124800
12380,1212,1087344000
12380,9262,1214870400
12380,21908,1253664000
12380,33043,1311724800
12380,27525,1320796800
12380,26830,1345161600
12380,43488,1347062400
12380,48146,1361059200
12380,50827,1361059200
12380,12732,1369699200
12380,50331,1380153600
12381,33850,1377388800
12381,60147,1379548800
12381,53851,1398297600
12382,21053,1281484800
12382,3176,1286928000
12382,18083,1286928000
12382,29105,1387584000
12383,35807,1332547200
12383,32766,1333065600
12383,41170,1333065600
12383,20843,1346112000
12383,41814,1349654400
12383,54650,1365811200
12383,57564,1368662400
12383,52579,1372809600
12384,6991,1211068800
12384,1568,1297036800
12384,3303,1297036800
12384,13790,1297036800
12384,16679,1297036800
12384,18101,1297036800
12384,20649,1297036800
12384,29404,1297036800
12384,46600,1334620800
12385,8495,1258675200
12385,35443,1360972800
12385,46591,1369353600
12385,33118,1380844800
12385,59218,1386115200
12385,4837,1395705600
12386,38204,1311206400
12386,47227,1357603200
12386,53183,1357603200
12387,423,966124800
12387,234,967507200
12387,571,975542400
12387,265,981158400
12388,17534,1235433600
12388,4064,1261699200
12388,27023,1305936000
12389,30938,1327708800
12389,27752,1356220800
12389,4132,1368230400
12389,21855,1372032000
12389,31143,1372032000
12389,40690,1372032000
12389,45839,1372032000
12389,52901,1372032000
12390,10243,1206921600
12390,2865,1214352000
12390,8360,1382659200
12390,34350,1382659200
12390,36043,1382659200
12391,40512,1338508800
12391,32118,1354665600
12391,44554,1354665600
12391,46932,1354665600
12391,53415,1361232000
12391,37593,1375401600
12392,28850,1288137600
12392,30797,1370476800
12392,28503,1378771200
12393,5855,1176940800
12393,9959,1176940800
12393,4739,1178323200
12393,6975,1192665600
12393,8572,1192665600
12394,22788,1305849600
12394,33767,1305849600
12394,30193,1309824000
12395,232,1162598400
12395,1700,1162598400
12395,2910,1162598400
12395,12495,1188345600
12395,51421,1344211200
12395,49871,1359849600
12396,15877,1356048000
12396,18313,1356048000
12396,21594,1356048000
12396,25285,1356048000
12396,27689,1356048000
12396,30521,1356048000
12396,40306,1356048000
12396,41229,1356048000
12396,42693,1356912000
12396,52901,1356912000
12396,20875,1358553600
12396,24712,1358553600
12396,17788,1359331200
12396,44717,1359504000
12396,28869,1360540800
12396,11692,1361836800
12397,30432,1354665600
12397,53233,1354665600
12397,6542,1377993600
12397,7927,1377993600
12398,4728,1333584000
12398,28303,1364947200
12398,25902,1366502400
12398,18011,1376352000
12399,24441,1371772800
12399,42725,1371772800
